Name;inSizeRatioProcessNode;inSizeRatioFileNode;inSizeRatioSocketNode;outSizeRatioProcessNode;outSizeRatioFileNode;outSizeRatioSocketNode;inEdgeCompression;outEdgeCompression;sizeStdDev;sizeEnt;boundedPageRankNormalized;boundClosenessSizeCentralityNormalized;boundBetweennessSizeCentrality;pageRankNormalized;closenessSizeCentralityNormalized;betweennessSizeCentrality;fitModel-poly4-inSizeRatioProcessNode-c0;fitModel-poly4-inSizeRatioProcessNode-c1;fitModel-poly4-inSizeRatioProcessNode-c2;fitModel-poly4-inSizeRatioProcessNode-c3;fitModel-poly4-inSizeRatioProcessNode-c4;fitModel-poly4-inSizeRatioFileNode-c0;fitModel-poly4-inSizeRatioFileNode-c1;fitModel-poly4-inSizeRatioFileNode-c2;fitModel-poly4-inSizeRatioFileNode-c3;fitModel-poly4-inSizeRatioFileNode-c4;fitModel-poly4-inSizeRatioSocketNode-c0;fitModel-poly4-inSizeRatioSocketNode-c1;fitModel-poly4-inSizeRatioSocketNode-c2;fitModel-poly4-inSizeRatioSocketNode-c3;fitModel-poly4-inSizeRatioSocketNode-c4;fitModel-poly4-outSizeRatioProcessNode-c0;fitModel-poly4-outSizeRatioProcessNode-c1;fitModel-poly4-outSizeRatioProcessNode-c2;fitModel-poly4-outSizeRatioProcessNode-c3;fitModel-poly4-outSizeRatioProcessNode-c4;fitModel-poly4-outSizeRatioFileNode-c0;fitModel-poly4-outSizeRatioFileNode-c1;fitModel-poly4-outSizeRatioFileNode-c2;fitModel-poly4-outSizeRatioFileNode-c3;fitModel-poly4-outSizeRatioFileNode-c4;fitModel-poly4-outSizeRatioSocketNode-c0;fitModel-poly4-outSizeRatioSocketNode-c1;fitModel-poly4-outSizeRatioSocketNode-c2;fitModel-poly4-outSizeRatioSocketNode-c3;fitModel-poly4-outSizeRatioSocketNode-c4;fitModel-poly4-inEdgeCompression-c0;fitModel-poly4-inEdgeCompression-c1;fitModel-poly4-inEdgeCompression-c2;fitModel-poly4-inEdgeCompression-c3;fitModel-poly4-inEdgeCompression-c4;fitModel-poly4-outEdgeCompression-c0;fitModel-poly4-outEdgeCompression-c1;fitModel-poly4-outEdgeCompression-c2;fitModel-poly4-outEdgeCompression-c3;fitModel-poly4-outEdgeCompression-c4;fitModel-poly4-sizeStdDev-c0;fitModel-poly4-sizeStdDev-c1;fitModel-poly4-sizeStdDev-c2;fitModel-poly4-sizeStdDev-c3;fitModel-poly4-sizeStdDev-c4;fitModel-poly4-sizeEnt-c0;fitModel-poly4-sizeEnt-c1;fitModel-poly4-sizeEnt-c2;fitModel-poly4-sizeEnt-c3;fitModel-poly4-sizeEnt-c4;fitModel-poly4-boundedPageRankNormalized-c0;fitModel-poly4-boundedPageRankNormalized-c1;fitModel-poly4-boundedPageRankNormalized-c2;fitModel-poly4-boundedPageRankNormalized-c3;fitModel-poly4-boundedPageRankNormalized-c4;fitModel-poly4-boundClosenessSizeCentralityNormalized-c0;fitModel-poly4-boundClosenessSizeCentralityNormalized-c1;fitModel-poly4-boundClosenessSizeCentralityNormalized-c2;fitModel-poly4-boundClosenessSizeCentralityNormalized-c3;fitModel-poly4-boundClosenessSizeCentralityNormalized-c4;fitModel-poly4-boundBetweennessSizeCentrality-c0;fitModel-poly4-boundBetweennessSizeCentrality-c1;fitModel-poly4-boundBetweennessSizeCentrality-c2;fitModel-poly4-boundBetweennessSizeCentrality-c3;fitModel-poly4-boundBetweennessSizeCentrality-c4;fitModel-poly4-pageRankNormalized-c0;fitModel-poly4-pageRankNormalized-c1;fitModel-poly4-pageRankNormalized-c2;fitModel-poly4-pageRankNormalized-c3;fitModel-poly4-pageRankNormalized-c4;fitModel-poly4-closenessSizeCentralityNormalized-c0;fitModel-poly4-closenessSizeCentralityNormalized-c1;fitModel-poly4-closenessSizeCentralityNormalized-c2;fitModel-poly4-closenessSizeCentralityNormalized-c3;fitModel-poly4-closenessSizeCentralityNormalized-c4;fitModel-poly4-betweennessSizeCentrality-c0;fitModel-poly4-betweennessSizeCentrality-c1;fitModel-poly4-betweennessSizeCentrality-c2;fitModel-poly4-betweennessSizeCentrality-c3;fitModel-poly4-betweennessSizeCentrality-c4;Class
P>malware.0469ca9bae2f3d9043258778a1a206e662124a7b.exe;0,42240;0,57760;0,00000;0,00000;1,00000;0,00000;0,24400;0,04990;3,09200;3,62930;0,25970;1,00000;1,00000;0,01570;0,04990;1,00000;-0,02758;0,02590;0,07756;-0,08628;0,43409;0,02758;-0,02590;-0,07756;0,08628;0,56591;0,00000;0,00000;0,00000;0,00000;0,00000;0,15212;-0,15306;-0,52063;0,68769;-0,14391;0,30424;-0,30612;-1,04126;1,37537;0,71219;0,15212;-0,15306;-0,52063;0,68769;-0,14391;0,02129;-0,00475;-0,08013;-0,06742;0,43328;0,01822;-0,01343;-0,06583;0,04797;0,07633;0,59275;-0,65773;-2,01996;2,88204;2,41465;0,67058;-0,74410;-2,28520;3,26047;2,86301;-0,11195;0,11401;0,38296;-0,51061;0,36821;0,30424;-0,30612;-1,04126;1,37537;0,71219;0,30424;-0,30612;-1,04126;1,37537;0,71219;0,00084;-0,00611;0,00919;-0,00591;0,01998;0,01822;-0,01343;-0,06583;0,04797;0,07633;0,15212;-0,15306;-0,52063;0,68769;0,85609;malware
P>malware.046d9ad76a5d9a7df49ffefa810e96c00f989040.exe;0,99570;0,00430;0,00000;0,00000;1,00000;0,00000;0,15360;0,00020;-1,00000;-1,00000;0,11620;2,00540;0,75000;0,03170;0,06710;0,75000;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;malware
P>malware.0474baaba02c97528930752ac6c74400804702e6.exe;0,99010;0,00990;0,00000;1,00000;0,00000;0,00000;0,06500;0,06430;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,02780;0,00000;0,00000;0,15344;-0,33147;-0,24863;0,92024;0,50424;-0,15253;0,32951;0,24779;-0,91638;0,49381;0,00000;0,00000;0,00000;0,00000;0,00000;0,30995;-0,66957;-0,50223;1,85887;0,01856;0,15497;-0,33478;-0,25112;0,92944;-0,49072;0,15497;-0,33478;-0,25112;0,92944;-0,49072;0,00997;-0,02153;-0,01615;0,05976;0,03345;0,00997;-0,02153;-0,01615;0,05976;0,03275;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00353;-0,00763;-0,00595;0,02176;0,01628;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;malware
P>malware.04794370a70b8126e7c3a0f946adce454b33d3ad.exe;0,41490;0,58510;0,00000;0,67110;0,32890;0,00000;0,31960;0,19760;1,07870;0,34010;0,12050;1,03420;0,75000;0,01690;0,33040;0,75000;-0,04604;0,03705;0,08804;-0,04574;0,39702;0,04604;-0,03705;-0,08804;0,04574;0,60298;0,00000;0,00000;0,00000;0,00000;0,00000;-0,02884;0,10442;-0,07459;-0,04054;0,69757;0,02884;-0,10442;0,07459;0,04054;0,30243;0,00000;0,00000;0,00000;0,00000;0,00000;-0,00980;-0,01099;0,03173;-0,00272;0,34950;-0,01588;0,02725;-0,00268;-0,01639;0,22464;-0,08932;0,32342;-0,23104;-0,12556;1,16069;-0,05758;0,20850;-0,14895;-0,08095;0,39296;0,02666;-0,03743;-0,02736;0,03194;0,12283;-0,09769;0,01439;0,30032;-0,10551;0,97011;0,02859;-0,04058;-0,02864;0,03430;0,75230;-0,00128;-0,00058;0,00334;-0,00433;0,02476;-0,05825;0,05153;0,09114;-0,06207;0,35521;0,02859;-0,04058;-0,02864;0,03430;0,75230;malware
P>malware.047a60dcef5852399998580a57fec8095169794a.exe;0,00000;0,99520;0,00470;0,00000;1,00000;0,00000;0,02310;0,00000;-1,00000;-1,00000;0,11620;2,00120;0,75000;0,03530;0,02200;0,75000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,08441;0,07134;0,15838;-0,08640;0,96803;0,00052;0,00049;-0,00091;-0,00056;0,00017;0,07716;0,06532;-0,14607;-0,07972;-0,97036;0,15432;0,13063;-0,29214;-0,15943;-0,94072;0,07716;0,06532;-0,14607;-0,07972;-0,97036;-0,00545;0,00302;0,01016;-0,02092;0,04937;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,06233;-0,05242;0,11843;0,06420;0,97588;0,20654;0,17341;-0,39288;-0,21256;-0,91988;0,14129;0,11995;-0,26698;-0,14616;-0,94592;0,00039;0,00124;0,00623;-0,01101;0,01630;0,00115;0,00094;-0,00221;-0,00117;0,00046;0,06413;0,05463;-0,12091;-0,06645;0,02444;malware
P>malware.048791a131f390564fb2a519f275f179df72b177.exe;1,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,03190;0,04660;-1,00000;-1,00000;0,15190;1,00000;0,66670;0,00320;0,09320;0,66670;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,19057;0,16755;0,35224;-0,20019;0,93016;-0,09529;0,08377;0,17612;-0,10010;-0,03492;-0,09529;0,08377;0,17612;-0,10010;-0,03492;0,00950;-0,00445;-0,02264;-0,01649;0,07229;-0,00586;0,01084;0,00339;-0,04480;0,09842;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,08081;-0,07105;-0,14937;0,08489;0,18152;-0,19057;0,16755;0,35224;-0,20019;0,93016;-0,15881;0,13963;0,29354;-0,16683;0,60850;0,00123;-0,00149;-0,00075;-0,00128;0,00544;-0,01174;0,02171;0,00681;-0,08968;0,19688;-0,06353;0,05585;0,11742;-0,06673;0,64342;malware
P>malware.048ae22fc01e545669c5ce6aa64cbf2a9f7d5fa5.exe;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00290;0,05480;-1,00000;-1,00000;0,15190;1,00000;0,66670;0,00250;0,10960;0,66670;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,03488;0,25733;-0,56369;0,05379;1,13626;0,01744;0,12866;-0,28185;0,02689;0,06813;0,01744;0,12866;-0,28185;0,02689;0,06813;-0,00113;0,00090;0,00192;-0,00285;0,00573;0,00230;0,01818;-0,04708;-0,02534;0,12612;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,01479;-0,10912;0,23903;-0,02281;0,09412;0,03488;0,25733;-0,56369;0,05379;1,13626;0,02906;0,21444;-0,46975;0,04482;0,78025;-0,00014;0,00004;0,00053;-0,00070;0,00298;0,00458;0,03636;-0,09409;-0,05071;0,25221;0,01163;0,08578;-0,18791;0,01793;0,71212;malware
P>malware.048e5d06915262d056c79d9e1a07493fafcf15fc.exe;0,00000;1,00000;0,00000;0,00000;1,00000;0,00000;0,11380;0,05730;1,61030;0,05870;0,25970;1,00000;1,00000;0,01480;0,05730;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,02282;-0,01379;-0,07738;0,01731;0,19388;0,02048;-0,01638;-0,07307;0,05778;0,08533;0,36365;-0,43291;-1,23587;1,86732;1,13744;0,24035;-0,10539;-0,83197;0,60591;0,11215;-0,10142;0,12409;0,34440;-0,53242;0,39835;0,27609;-0,33364;-0,93786;1,43494;0,63096;0,27609;-0,33364;-0,93786;1,43494;0,63096;0,00129;-0,00488;0,00593;-0,00566;0,01962;0,02048;-0,01638;-0,07307;0,05778;0,08533;0,13805;-0,16682;-0,46893;0,71747;0,81548;malware
P>malware.04913aa8800b9f7311a8f68e20365ead52f6a964.exe;0,00000;1,00000;0,00000;0,67060;0,32940;0,00000;0,25620;0,27050;0,68300;0,00380;0,12050;1,03370;0,75000;0,01520;0,45210;0,75000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,07794;0,11103;0,07775;-0,09439;0,66479;0,07794;-0,11103;-0,07775;0,09439;0,33521;0,00000;0,00000;0,00000;0,00000;0,00000;0,02085;-0,02877;-0,03015;0,02036;0,28448;-0,02705;0,03163;0,02881;-0,03531;0,29275;-0,19561;0,27866;0,19513;-0,23688;0,66841;-0,11667;0,16620;0,11638;-0,14129;-0,00490;0,02969;-0,03665;-0,03825;0,03449;0,12547;-0,02065;-0,00302;0,07014;-0,01660;1,01637;0,03216;-0,03980;-0,04127;0,03739;0,75533;0,00109;-0,00656;0,00545;-0,00115;0,02236;-0,05825;0,05879;0,08083;-0,07203;0,48215;0,03216;-0,03980;-0,04127;0,03739;0,75533;malware
P>malware.049db2d7030bf7563974a2c25671aef046cabf99.exe;0,99700;0,00300;0,00000;0,78530;0,21470;0,00000;0,11490;0,15400;1,22160;0,02260;0,09570;0,18360;0,80000;0,03920;0,05220;0,80000;-0,00032;0,00054;0,00109;-0,00224;0,99777;0,00032;-0,00054;-0,00109;0,00224;0,00224;0,00000;0,00000;0,00000;0,00000;0,00000;-0,01896;-0,18447;0,13401;1,02803;-0,30828;0,33855;-0,35769;-1,22593;1,21595;0,54335;0,10653;-0,18072;-0,36397;0,74799;-0,25498;0,00086;-0,00095;-0,00891;-0,01097;0,15374;-0,01874;-0,01176;0,06987;0,08179;0,02305;0,44041;-0,56571;-1,58747;2,02526;1,30876;0,34105;-0,32621;-1,23618;1,08022;0,45808;-0,05206;0,15850;0,17897;-0,66443;0,42819;0,34602;-0,25755;-1,18915;0,98672;0,41426;0,24575;-0,33110;-0,83817;1,36058;0,46507;0,00644;-0,00562;-0,02244;0,02037;0,04397;0,00120;-0,01267;-0,00701;0,04688;0,03592;0,13922;-0,15038;-0,47420;0,61258;0,72005;malware
P>malware.04bb5d7a359c1c32cdbc260052990dd61072409b.exe;0,48620;0,51380;0,00000;0,00000;1,00000;0,00000;0,22410;0,05800;2,58020;6,31730;0,20620;1,00000;1,00000;0,02510;0,05800;1,00000;-0,07130;0,06439;0,17518;-0,16639;0,49544;-0,02581;0,01216;0,01599;0,06951;0,46423;-0,03237;0,02552;0,06372;-0,03229;-0,01344;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,01653;0,00222;-0,08322;-0,06852;0,41558;0,02254;-0,01733;-0,08151;0,05904;0,09197;0,52530;-0,56884;-1,79154;2,50741;2,00638;9,62569;6,45944;-34,67033;-11,34022;28,94675;-0,02060;0,02356;0,07013;-0,10257;0,23115;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00363;0,00109;-0,01056;-0,01810;0,05216;0,02254;-0,01733;-0,08151;0,05904;0,09197;0,00000;0,00000;0,00000;0,00000;1,00000;malware
P>malware.04c7054073212b8ae5a9b08bdf26a1c34dfec45f.exe;0,00000;0,99300;0,00700;0,68620;0,31380;0,00000;0,20890;0,32960;0,79720;0,02610;0,12050;1,19420;0,75000;0,02120;0,51750;0,75000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,05198;0,04130;0,09997;-0,05186;0,97303;0,00084;0,00039;-0,00380;0,00154;0,00760;-0,11484;0,15389;0,12490;-0,12996;0,67206;-0,03858;-0,02884;0,16361;-0,02100;0,26981;-0,05114;0,04168;0,09617;-0,05032;-0,01938;-0,00900;-0,00756;0,02752;-0,00168;0,22519;-0,03574;0,03843;0,03484;-0,03392;0,36339;-0,15656;0,28898;0,04685;-0,19295;0,81494;-0,09081;0,16550;0,03079;-0,11201;0,03549;0,06290;-0,06381;-0,10034;0,06703;0,13793;-0,17342;0,10926;0,38108;-0,17195;1,11470;-0,07021;0,04347;0,15175;-0,06350;0,71638;-0,00048;-0,00421;0,00761;-0,00237;0,02405;-0,07886;0,06681;0,11832;-0,07650;0,55693;-0,01908;0,00178;0,05559;-0,01318;0,73576;malware
P>malware.04ca647cad91ba550f407b8183d766c68c89d0cc.exe;0,00000;1,00000;0,00000;0,00000;1,00000;0,00000;0,13630;0,06860;2,08690;0,03490;0,25970;1,00000;1,00000;0,01770;0,06860;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,15759;-0,14664;-0,54117;0,67383;-0,12708;0,31518;-0,29329;-1,08234;1,34766;0,74584;0,15759;-0,14664;-0,54117;0,67383;-0,12708;0,03015;-0,01678;-0,09937;0,00559;0,25132;0,02873;-0,01825;-0,10368;0,06557;0,11486;0,45818;-0,48521;-1,56409;2,15058;1,60745;0,15357;-0,16266;-0,52426;0,72098;-0,12592;-0,11583;0,10952;0,39748;-0,50092;0,35635;0,31518;-0,29329;-1,08234;1,34766;0,74584;0,31518;-0,29329;-1,08234;1,34766;0,74584;0,00197;-0,00358;0,00389;-0,01179;0,02824;0,02873;-0,01825;-0,10368;0,06557;0,11486;0,15759;-0,14664;-0,54117;0,67383;0,87292;malware
P>malware.04edde767073598ee39d305b4fe979447491c14c.exe;0,00000;1,00000;0,00000;0,68270;0,31730;0,00000;0,22490;0,24810;0,73180;0,00440;0,12050;1,05990;0,75000;0,01390;0,41760;0,75000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,08892;0,10715;0,12226;-0,10524;0,66530;0,08892;-0,10715;-0,12226;0,10524;0,33470;0,00000;0,00000;0,00000;0,00000;0,00000;0,01507;-0,01768;-0,02685;0,01136;0,25057;-0,02619;0,02946;0,03308;-0,03706;0,26654;-0,22556;0,27182;0,31013;-0,26695;0,68766;-0,13082;0,15765;0,17987;-0,15482;-0,02120;0,02886;-0,03221;-0,04343;0,03316;0,12749;-0,00120;-0,01331;0,02321;0,00431;1,05197;0,03134;-0,03503;-0,04708;0,03603;0,75756;0,00228;-0,00473;-0,00073;-0,00096;0,02334;-0,04640;0,04772;0,06568;-0,06334;0,44581;0,03134;-0,03503;-0,04708;0,03603;0,75756;malware
P>malware.04f9ed6f93bbdbdffba484fabf6c51c8eb34a2a3.exe;0,51090;0,48900;0,00000;0,00000;1,00000;0,00000;0,24390;0,06020;3,93310;2,99240;0,25970;1,00000;1,00000;0,01280;0,06020;1,00000;-0,03866;0,06363;0,07924;-0,17025;0,57286;0,03867;-0,06363;-0,07925;0,17025;0,42705;0,00000;0,00000;0,00000;0,00000;0,00000;0,02522;-0,21033;-0,08444;0,81047;-0,44532;0,05043;-0,42066;-0,16888;1,62094;0,10936;0,02522;-0,21033;-0,08444;0,81047;-0,44532;-0,03269;0,00144;0,05526;-0,05057;0,39518;-0,00142;-0,02522;-0,00423;0,08003;0,05092;0,05178;-1,04380;-0,17518;4,01129;1,58133;0,04190;-0,84476;-0,14178;3,24637;1,08909;-0,01733;0,15582;0,05805;-0,60024;0,59224;0,05043;-0,42066;-0,16888;1,62094;0,10936;0,05043;-0,42066;-0,16888;1,62094;0,10936;-0,00072;0,00110;0,00124;-0,00456;0,01721;-0,00142;-0,02522;-0,00423;0,08003;0,05092;0,02522;-0,21033;-0,08444;0,81047;0,55468;malware
P>malware.04fdd3edd1b58008eefe77753f22d501254c1565.exe;0,00000;0,99990;0,00000;-1,00000;-1,00000;-1,00000;0,02080;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,00590;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,08623;0,07396;0,16175;-0,08949;0,96737;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00822;0,00394;0,01601;-0,01688;0,04250;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00135;0,00082;0,00353;-0,00306;0,00693;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;malware
P>malware.04fefd024b289d702fbec5b44de024ee145c7d93.exe;0,00000;1,00000;0,00000;0,00000;1,00000;0,00000;0,14820;0,05180;1,95620;0,02710;0,25970;1,00000;1,00000;0,01590;0,05180;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,15476;-0,14998;-0,53059;0,68101;-0,13570;0,30951;-0,29996;-1,06119;1,36202;0,72860;0,15476;-0,14998;-0,53059;0,68101;-0,13570;0,02532;-0,01255;-0,08077;-0,02233;0,27699;0,02143;-0,01375;-0,07721;0,04970;0,08611;0,44419;-0,45894;-1,51830;2,04695;1,51368;0,15430;-0,15945;-0,52740;0,71118;-0,12673;-0,11416;0,11151;0,39125;-0,50519;0,36143;0,30951;-0,29996;-1,06119;1,36202;0,72860;0,30951;-0,29996;-1,06119;1,36202;0,72860;0,00122;-0,00372;0,00584;-0,00988;0,02364;0,02143;-0,01375;-0,07721;0,04970;0,08611;0,15476;-0,14998;-0,53059;0,68101;0,86430;malware
P>malware.0507be14f99657ef5071de96cd3a18512a76765a.exe;1,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,04260;0,04630;-1,00000;-1,00000;0,18440;2,00000;0,66670;0,00300;0,09260;0,66670;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,09792;0,21851;-0,73216;0,16049;1,15694;0,04896;0,10925;-0,36608;0,08025;0,07847;0,04896;0,10925;-0,36608;0,08025;0,07847;0,00378;-0,00811;0,00175;-0,02714;0,08825;0,01024;0,01518;-0,06154;-0,01924;0,11012;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,03993;-0,08911;0,29858;-0,06545;0,12040;0,14688;0,32776;-1,09824;0,24073;2,23540;0,08160;0,18209;-0,61015;0,13374;0,79748;0,00025;-0,00131;0,00184;-0,00128;0,00384;0,02048;0,03037;-0,12308;-0,03848;0,22024;0,03264;0,07284;-0,24407;0,05350;0,71902;malware
P>malware.050d76a2808e5034efdb058363c636fd1456537d.exe;0,42950;0,57050;0,00000;0,68270;0,31730;0,00000;0,31250;0,19660;1,15850;0,34730;0,12050;1,05990;0,75000;0,01700;0,33100;0,75000;-0,04879;0,04101;0,09312;-0,05095;0,41070;0,04879;-0,04101;-0,09312;0,05095;0,58930;0,00000;0,00000;0,00000;0,00000;0,00000;-0,06428;0,14125;-0,02173;-0,07314;0,69788;-0,07489;-0,02259;0,28405;-0,07146;0,24915;-0,04639;0,03955;0,08744;-0,04820;-0,01766;-0,01935;0,00064;0,05177;-0,01549;0,33334;-0,01328;0,02879;-0,00990;-0,01430;0,22219;-0,05656;0,32153;-0,34516;-0,07885;1,26232;-0,03531;0,20069;-0,21544;-0,04922;0,41210;0,05475;-0,06378;-0,07737;0,06216;0,13267;-0,20129;0,10978;0,49569;-0,22772;0,95966;-0,06642;0,03784;0,15366;-0,06335;0,71522;-0,00169;-0,00083;0,00443;-0,00351;0,02484;-0,05440;0,05696;0,07926;-0,06318;0,35465;-0,02003;-0,00171;0,06622;-0,01515;0,73288;malware
P>malware.0523bc7edacafdfb71c7a5b4cf10a44613010322.exe;-1,00000;-1,00000;-1,00000;1,00000;0,00000;0,00000;0,00000;0,05280;-1,00000;-1,00000;0,15190;1,00000;0,66670;0,00190;0,10550;0,66670;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00729;0,00573;-0,02254;-0,04061;0,10815;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;0,15190;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,66670;0,00004;0,00005;0,00010;-0,00083;0,00255;0,01458;0,01145;-0,04510;-0,08118;0,21630;0,00000;0,00000;0,00000;0,00000;0,66670;malware
P>malware.0527f8b3978701472dc205bff891b818af70daf5.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,02350;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,00300;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00454;-0,00051;-0,01071;-0,01852;0,05335;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00083;-0,00141;0,00019;-0,00084;0,00428;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;malware
P>malware.052f4f9d86a6a570b66961ece8925354c1639be5.exe;0,00000;1,00000;0,00000;0,67060;0,32940;0,00000;0,20660;0,21810;0,68300;0,00380;0,12050;1,03370;0,75000;0,01510;0,36450;0,75000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,05845;0,05688;-0,30995;0,09803;0,72799;-0,05845;-0,05688;0,30995;-0,09803;0,27201;0,00000;0,00000;0,00000;0,00000;0,00000;-0,00452;-0,00914;0,02694;-0,01808;0,22657;0,01081;0,01795;-0,07567;0,00798;0,25962;0,14668;0,14276;-0,77788;0,24603;0,82704;0,08748;0,08515;-0,46395;0,14674;0,08971;-0,00422;-0,03040;0,06539;-0,00487;0,10444;-0,08813;0,06517;0,22040;-0,16049;1,01555;-0,00490;-0,03276;0,07177;-0,00586;0,73251;-0,00594;0,00240;0,01763;-0,01376;0,02022;-0,01068;0,05741;-0,06325;-0,04192;0,43137;-0,00490;-0,03276;0,07177;-0,00586;0,73251;malware
