Name;inSizeRatioProcessNode;inSizeRatioFileNode;inSizeRatioSocketNode;outSizeRatioProcessNode;outSizeRatioFileNode;outSizeRatioSocketNode;inEdgeCompression;outEdgeCompression;sizeStdDev;sizeEnt;boundedPageRankNormalized;boundClosenessSizeCentralityNormalized;boundBetweennessSizeCentrality;pageRankNormalized;closenessSizeCentralityNormalized;betweennessSizeCentrality;fitModel-poly4-inSizeRatioProcessNode-c0;fitModel-poly4-inSizeRatioProcessNode-c1;fitModel-poly4-inSizeRatioProcessNode-c2;fitModel-poly4-inSizeRatioProcessNode-c3;fitModel-poly4-inSizeRatioProcessNode-c4;fitModel-poly4-inSizeRatioFileNode-c0;fitModel-poly4-inSizeRatioFileNode-c1;fitModel-poly4-inSizeRatioFileNode-c2;fitModel-poly4-inSizeRatioFileNode-c3;fitModel-poly4-inSizeRatioFileNode-c4;fitModel-poly4-inSizeRatioSocketNode-c0;fitModel-poly4-inSizeRatioSocketNode-c1;fitModel-poly4-inSizeRatioSocketNode-c2;fitModel-poly4-inSizeRatioSocketNode-c3;fitModel-poly4-inSizeRatioSocketNode-c4;fitModel-poly4-outSizeRatioProcessNode-c0;fitModel-poly4-outSizeRatioProcessNode-c1;fitModel-poly4-outSizeRatioProcessNode-c2;fitModel-poly4-outSizeRatioProcessNode-c3;fitModel-poly4-outSizeRatioProcessNode-c4;fitModel-poly4-outSizeRatioFileNode-c0;fitModel-poly4-outSizeRatioFileNode-c1;fitModel-poly4-outSizeRatioFileNode-c2;fitModel-poly4-outSizeRatioFileNode-c3;fitModel-poly4-outSizeRatioFileNode-c4;fitModel-poly4-outSizeRatioSocketNode-c0;fitModel-poly4-outSizeRatioSocketNode-c1;fitModel-poly4-outSizeRatioSocketNode-c2;fitModel-poly4-outSizeRatioSocketNode-c3;fitModel-poly4-outSizeRatioSocketNode-c4;fitModel-poly4-inEdgeCompression-c0;fitModel-poly4-inEdgeCompression-c1;fitModel-poly4-inEdgeCompression-c2;fitModel-poly4-inEdgeCompression-c3;fitModel-poly4-inEdgeCompression-c4;fitModel-poly4-outEdgeCompression-c0;fitModel-poly4-outEdgeCompression-c1;fitModel-poly4-outEdgeCompression-c2;fitModel-poly4-outEdgeCompression-c3;fitModel-poly4-outEdgeCompression-c4;fitModel-poly4-sizeStdDev-c0;fitModel-poly4-sizeStdDev-c1;fitModel-poly4-sizeStdDev-c2;fitModel-poly4-sizeStdDev-c3;fitModel-poly4-sizeStdDev-c4;fitModel-poly4-sizeEnt-c0;fitModel-poly4-sizeEnt-c1;fitModel-poly4-sizeEnt-c2;fitModel-poly4-sizeEnt-c3;fitModel-poly4-sizeEnt-c4;fitModel-poly4-boundedPageRankNormalized-c0;fitModel-poly4-boundedPageRankNormalized-c1;fitModel-poly4-boundedPageRankNormalized-c2;fitModel-poly4-boundedPageRankNormalized-c3;fitModel-poly4-boundedPageRankNormalized-c4;fitModel-poly4-boundClosenessSizeCentralityNormalized-c0;fitModel-poly4-boundClosenessSizeCentralityNormalized-c1;fitModel-poly4-boundClosenessSizeCentralityNormalized-c2;fitModel-poly4-boundClosenessSizeCentralityNormalized-c3;fitModel-poly4-boundClosenessSizeCentralityNormalized-c4;fitModel-poly4-boundBetweennessSizeCentrality-c0;fitModel-poly4-boundBetweennessSizeCentrality-c1;fitModel-poly4-boundBetweennessSizeCentrality-c2;fitModel-poly4-boundBetweennessSizeCentrality-c3;fitModel-poly4-boundBetweennessSizeCentrality-c4;fitModel-poly4-pageRankNormalized-c0;fitModel-poly4-pageRankNormalized-c1;fitModel-poly4-pageRankNormalized-c2;fitModel-poly4-pageRankNormalized-c3;fitModel-poly4-pageRankNormalized-c4;fitModel-poly4-closenessSizeCentralityNormalized-c0;fitModel-poly4-closenessSizeCentralityNormalized-c1;fitModel-poly4-closenessSizeCentralityNormalized-c2;fitModel-poly4-closenessSizeCentralityNormalized-c3;fitModel-poly4-closenessSizeCentralityNormalized-c4;fitModel-poly4-betweennessSizeCentrality-c0;fitModel-poly4-betweennessSizeCentrality-c1;fitModel-poly4-betweennessSizeCentrality-c2;fitModel-poly4-betweennessSizeCentrality-c3;fitModel-poly4-betweennessSizeCentrality-c4;Class
P>goodware.charmap.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,20610;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,03200;0,00000;0,00000;-0,15497;0,33478;-0,07031;-0,11934;1,02197;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,03194;0,06900;-0,01449;-0,02460;0,21063;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00095;0,00204;-0,00043;-0,00073;0,03213;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.Chess.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,62590;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,06900;0,00000;0,00000;-0,21094;0,28125;0,09375;-0,12500;1,00000;0,18343;-0,24458;-0,08153;0,10870;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,13203;0,17603;0,05868;-0,07824;0,62590;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00093;0,00124;0,00041;-0,00055;0,06900;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.chglogon.exe;0,99980;0,00000;0,00000;0,00000;1,00000;0,00000;0,02480;0,00040;-1,00000;-1,00000;0,35090;1,00000;1,00000;0,02960;0,00040;1,00000;1,44006;0,12398;-3,09613;1,01409;1,18239;0,72000;0,06197;-1,54800;0,50710;0,09120;0,72000;0,06197;-1,54800;0,50710;0,09120;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,02157;0,00106;-0,04745;0,01578;0,03343;-0,00013;-0,00002;0,00034;0,00015;0,00005;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;0,35090;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;-0,00355;-0,00716;0,00482;0,01681;0,02208;-0,00013;-0,00002;0,00034;0,00015;0,00005;0,00000;0,00000;0,00000;0,00000;1,00000;goodware
P>goodware.chgport.exe;1,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,03140;0,00010;-1,00000;-1,00000;0,35090;1,00000;1,00000;0,02550;0,00010;1,00000;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;goodware
P>goodware.chgusr.exe;1,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,02290;0,00020;-1,00000;-1,00000;0,35090;1,00000;1,00000;0,01950;0,00020;1,00000;0,48000;-0,37181;-1,19200;1,52234;0,54880;0,24000;-0,18590;-0,59600;0,76117;-0,22560;0,24000;-0,18590;-0,59600;0,76117;-0,22560;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00628;-0,00588;-0,01664;0,02139;0,02156;0,00002;0,00003;0,00000;-0,00001;0,00010;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;0,35090;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00140;-0,00125;-0,00365;0,00468;0,01893;0,00002;0,00003;0,00000;-0,00001;0,00010;0,00000;0,00000;0,00000;0,00000;1,00000;goodware
P>goodware.chkdsk.exe;0,99990;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,01130;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,03010;0,00000;0,00000;0,00002;-0,00001;-0,00003;0,00001;0,99991;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00160;0,00083;0,00614;-0,00624;0,01224;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00306;0,00284;0,00681;-0,00687;0,03099;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.chkntfs.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,02850;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,02130;0,00000;0,00000;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;goodware
P>goodware.chkrzm.exe;0,99940;0,00050;0,00000;-1,00000;-1,00000;-1,00000;0,08860;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,05660;0,00000;0,00000;-0,23237;0,50197;-0,10543;-0,17894;1,03235;-0,00492;0,01063;-0,00223;-0,00379;0,00120;-0,07749;0,16739;-0,03516;-0,05967;0,01099;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,01372;0,02965;-0,00623;-0,01057;0,09055;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00366;0,00790;-0,00166;-0,00282;0,05712;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.choice.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,00590;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,00280;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00077;-0,00011;-0,00235;-0,00322;0,01254;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00011;-0,00107;0,00207;-0,00181;0,00387;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.chrmstp.exe;-1,00000;-1,00000;-1,00000;0,00000;1,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,25970;1,00000;1,00000;0,00230;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00001;-0,00002;-0,00002;0,00002;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,25970;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00033;-0,00076;0,00026;-0,00004;0,00273;0,00001;-0,00002;-0,00002;0,00002;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;goodware
P>goodware.cipher.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,03730;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,02030;0,00000;0,00000;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;goodware
P>goodware.clickonce_bootstrap.exe;0,09730;0,90270;0,00000;0,00000;1,00000;0,00000;0,16750;0,09700;2,39290;1,31160;0,12740;1,00000;1,00000;0,22390;0,09700;1,00000;-0,12015;0,04631;0,20454;-0,06320;0,40005;0,12016;-0,04631;-0,20455;0,06321;0,59991;0,00000;0,00000;0,00000;0,00000;0,00000;-0,14307;-0,19679;0,45477;0,76799;-0,78195;-0,28613;-0,39358;0,90953;1,53598;-0,56390;-0,14307;-0,19679;0,45477;0,76799;-0,78195;0,01219;0,01755;-0,02731;-0,01638;0,05425;0,00971;0,00840;-0,01628;-0,00598;0,00540;-0,90875;-1,15446;2,63102;4,03581;0,01360;-0,45892;-0,59819;1,38352;2,19952;-0,41865;0,09005;0,13118;-0,30776;-0,55146;0,83296;-0,28613;-0,39358;0,90953;1,53598;-0,56390;-0,28613;-0,39358;0,90953;1,53598;-0,56390;-0,01398;-0,01781;0,03807;0,10187;0,10269;0,00971;0,00840;-0,01628;-0,00598;0,00540;-0,14307;-0,19679;0,45477;0,76799;0,21805;goodware
P>goodware.cliconfg.exe;0,99850;0,00130;0,00000;-1,00000;-1,00000;-1,00000;0,04410;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,08200;0,00000;0,00000;-0,00095;0,00042;0,00211;-0,00131;0,99850;0,00082;-0,00037;-0,00183;0,00114;0,00130;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00006;-0,00003;-0,00014;0,00009;0,04410;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,03841;-0,01707;-0,08536;0,05311;0,08200;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.clrgc.exe;-1,00000;-1,00000;-1,00000;0,00000;1,00000;0,00000;0,00000;0,00080;-1,00000;-1,00000;0,35090;1,00000;1,00000;0,01040;0,00080;1,00000;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,00000;0,00000;0,00000;0,00000;0,00000;-0,36100;0,09096;0,69335;-0,08808;0,87994;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1083255884085,36000;272954826241,64400;2080539078957,59000;-264289593662,54400;-360266507178,80200;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;-0,11016;0,02776;0,21157;-0,02688;0,31426;-0,36100;0,09096;0,69335;-0,08808;0,87994;-0,36100;0,09096;0,69335;-0,08808;0,87994;-0,00316;0,00072;0,00618;-0,00077;0,00933;-1083255884085,36000;272954826241,64400;2080539078957,59000;-264289593662,54400;-360266507178,80200;-0,36100;0,09096;0,69335;-0,08808;0,87994;goodware
P>goodware.cmak.exe;0,99990;0,00010;0,00000;-1,00000;-1,00000;-1,00000;0,26630;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,04990;0,00000;0,00000;-0,15496;0,33475;-0,07031;-0,11933;1,02187;0,14758;-0,31881;0,06696;0,11365;-0,02083;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,04127;0,08915;-0,01872;-0,03178;0,27215;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00088;0,00191;-0,00040;-0,00068;0,05003;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.cmbins.exe;0,00000;0,93750;0,00000;-1,00000;-1,00000;-1,00000;0,00000;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,00600;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,01007;0,00782;0,01997;-0,00998;0,93325;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00045;-0,00267;0,00398;-0,00252;0,00748;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.cmdl32.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,08080;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,02130;0,00000;0,00000;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;goodware
P>goodware.cmstp.exe;0,99940;0,00060;0,00000;-1,00000;-1,00000;-1,00000;0,06420;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,03330;0,00000;0,00000;0,63243;-0,28108;-1,40541;0,87448;0,99940;-0,62206;0,27647;1,38234;-0,86013;0,00060;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,04063;-0,01806;-0,09028;0,05618;0,06420;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00297;-0,00132;-0,00661;0,00411;0,03330;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.cofire.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,02480;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,02100;0,00000;0,00000;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;goodware
P>goodware.colorcpl.exe;0,00000;0,80000;0,00000;-1,00000;-1,00000;-1,00000;0,00000;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,01000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00075;-0,00059;-0,00149;0,00075;0,80032;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;-0,00002;0,00002;0,00000;-0,00001;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00093;-0,00339;0,00458;-0,00494;0,01370;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.comp.exe;0,99220;0,00780;0,00000;-1,00000;-1,00000;-1,00000;0,00540;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,00520;0,00000;0,00000;-0,02160;0,01683;0,04284;-0,02146;0,98310;0,02160;-0,01683;-0,04284;0,02146;0,01690;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00110;-0,00041;-0,00272;-0,00412;0,01326;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00205;-0,00293;-0,00136;-0,00030;0,00791;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.CompMgmtLauncher.exe;0,77230;0,22770;0,00000;1,00000;0,00000;0,00000;0,06810;0,45360;-1,00000;-1,00000;0,35090;1,00000;1,00000;0,03850;0,45360;1,00000;0,04082;0,10159;-0,29310;0,04181;0,84245;-0,04081;-0,10159;0,29305;-0,04178;0,15755;0,00000;0,00000;0,00000;0,00000;0,00000;-0,49966;-0,15163;1,62191;1,02207;-1,06366;-0,24983;-0,07582;0,81095;0,51104;-1,03183;-0,24983;-0,07582;0,81095;0,51104;-1,03183;0,02470;0,02048;-0,10413;-0,03023;0,15495;-0,11810;-0,03763;0,37943;0,23984;-0,01489;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,16216;0,04921;-0,52639;-0,33171;1,02066;-0,49966;-0,15163;1,62191;1,02207;-1,06366;-0,49966;-0,15163;1,62191;1,02207;-1,06366;-0,00127;0,00306;-0,00199;-0,01499;0,06393;-0,11810;-0,03763;0,37943;0,23984;-0,01489;-0,24983;-0,07582;0,81095;0,51104;-0,03183;goodware
P>goodware.ComputerDefaults.exe;0,99860;0,00120;0,00000;-1,00000;-1,00000;-1,00000;0,00880;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,01520;0,00000;0,00000;-0,02163;0,01680;0,04290;-0,02142;0,98948;-0,00006;0,00005;0,00011;-0,00006;0,00118;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00162;-0,00086;-0,00295;-0,00947;0,02388;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00294;-0,00531;0,00104;-0,00442;0,02195;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.ComSvcConfig.exe;0,77340;0,22660;0,00000;0,00000;1,00000;0,00000;0,13600;0,00130;-1,00000;-1,00000;0,35090;1,00000;1,00000;0,04390;0,00130;1,00000;0,48942;-0,21752;-1,08759;0,67673;0,77340;-0,48935;0,21749;1,08745;-0,67664;0,22660;0,00000;0,00000;0,00000;0,00000;0,00000;-0,63281;-0,28125;1,40625;0,87500;-1,00000;-1,26563;-0,56250;2,81250;1,75000;-1,00000;-0,63281;-0,28125;1,40625;0,87500;-1,00000;0,06436;-0,02855;-0,14302;0,08881;0,13610;-0,00082;-0,00037;0,00183;0,00114;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,41076;0,18256;-0,91280;-0,56796;1,00000;-1,26563;-0,56250;2,81250;1,75000;-1,00000;-1,26563;-0,56250;2,81250;1,75000;-1,00000;0,00082;-0,00177;-0,00183;0,00551;0,04140;-0,00082;-0,00037;0,00183;0,00114;0,00000;-0,63281;-0,28125;1,40625;0,87500;0,00000;goodware
P>goodware.ConfigureIEOptionalComponents.exe;-1,00000;-1,00000;-1,00000;0,00000;1,00000;0,00000;0,00000;0,00400;-1,00000;0,00000;0,20620;1,00000;1,00000;0,01090;0,00400;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00014;-0,00030;0,00006;0,00011;0,00398;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,20620;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00006;-0,00013;0,00003;0,00005;0,01089;0,00014;-0,00030;0,00006;0,00011;0,00398;0,00000;0,00000;0,00000;0,00000;1,00000;goodware
